Ano,Enunciado,Alternativa_A,Alternativa_B,Alternativa_C,Alternativa_D,Alternativa_E,Area_de_Conhecimento
2023,profes promov aprendiz estud estatística propô ativ obje verific percent estud mass corpor abaix méd altur acim méd grup estud us balanç fit métr avali amostr dez estud anot med observ gráf apresent mass corpor quilogram altur metr obt ativ descr gráf gráf pont eix horizont indic mass corpor quilogram eix vertic altur metr pont gráf têm seguint coorden pont 1 50 16 pont 2 58 165 pont 3 60 165 pont 4 63 168 pont 5 70 17 pont 6 85 15 pont 7 85 165 pont 8 90 163 pont 9 108 175 pont 10 120 17 fim descr após colet dad estud calcul méd val obt refer mass corpor altur obt respectiv 80 quilogram 165 metr percent estud dess amostr mass corpor abaix méd altur acim méd,10,20,30,50,70,Matemática
2023,pesc cust fix diári 900 real combust isc manutenç barc outr pequen desp vend cad quilogram peix 5 real met obt lucr mín 800 real dia so conseg final dia trabalh pesc 180 quilogram peix sufici apen cobr cust fix diári portant precis contrat ajud pag cad 250 real dia trabalh além dess val 4 cent receit obt vend peix repart igual ajud consider tamanh barc pod contrat 5 ajud sab ajud pesc diár 300 quilogram part segund ajud contrat aumentas 100 quilogram quant peix pesc ajud dia trabalh quant mín ajud pesc precis contrat consegu lucr diári pretend,1,2,3,4,5,Matemática
2023,agricul inform sobr métod proteç lavo cons inser larv específ rápid reproduç reproduç dess larv faz popul multipliques 10 cad 3 dia evit event desequilíbri possível cess reproduç aplicandos produt agricul decid inici métod 100 larv dispõ 5 litr produt cuj aplic recomend exat 1 litr cad popul 200000 larv quant total produt dispõ dev aplic únic vez quant dia após inici métod agricul dev aplic produt,2,4,6,12,18,Matemática
2023,realiz cadastr aplic invest solicit usu cri senh send permit uso soment seguint caract algar 0 9 26 letr minúscul alfabet 26 letr maiúscul alfabet 6 caract espec exclam arrob hashtag cifr asterisc comerc trê tip estrut senh apresent usu tip 1 form quaisqu quatr caract distint escolh dentr permit tip 2 form cinc caract distint inici trê letr segu algar final caract espec tip 3 form seil caract distint inici dua letr segu doi algar final doi caract espec consid índic 1 índic 2 índic 3 probabil descobr acas prim tent senh tip 1 2 3 respectiv ness cond tip senh apresent men probabilidade descobert acas prim tent,tip 1 poi índic 1 men índic 2 men índic 3,tip 1 poi men quant caract,tip 2 poi mai quant letr,tip 3 poi índic 3 men índic 2 men índic 1,tip 3 poi mai quant caract,Matemática
2023,prim junh canil cri 98 cão estoqu quant exat raç fornec di 1000 gram cad animal dur 30 dia iníci déc prim dia canil receb doi nov cão quant raç diár animal recalcul rest raç estoqu sufici aliment tod fim mê garant cad cão mesm porç diár raç quant raç gram dev dad di cad cão dia 11 junh final dess mê,306,500,510,653,980,Matemática
2023,figur ilustr rodagig exat instant cade ond encontr pesso pont alt dess rodagig descr figur figur represent rodagig cuj suport apoi sol instant cade ond encontr pesso pont alt dess rod set indic rodagig gir sent hor fim descr pass temp med rodagig gir veloc const sent hor altur cade ond encontr pesso relaç sol vai alter gráf melhor represent vari dess altur função temp cont part instant cade pesso encontr pos alt rodagig descr altern cad altern represent gráf cartesi eix horizont represent temp eix vertic represent altur cade ond pesso relaç sol tod gráf curv contínu oscil val máx val mín send val mín posi inic pont absciss 0 orden igual val máx,gráf represent cossenoid,gráf represent linh poligon form 4 segment ret compr decresc cresc alternad,gráf represent linh poligon form 7 segment ret 4 decresc cresc alternad compr interlig 3 segment ret horizont compr,gráf represent 3 arc parábol concav baix form únic curv contínu,gráf represent 2 arc parábol concav cim form únic curv contínu fim descr,Matemática
2023,aloj univers algum quart padr superi demal dess quart fic dispon muit estud candidat mor local escolh fic quart sortei realiz sortei cart individ nom tod estud inscrit deposit urn send cad estud prim ano deposit únic cart nom cad estud segund ano doi cart nom cad estud terc ano trê cart nom inscrit 200 estud prim ano 150 segund ano 100 terc ano tod cart têm mesm probabilidade ser sorte probabilidade venc sortei estud terc ano,mei,terç,oitav,doi non,trê oitav,Matemática
2023,águ utiliz 75 mor vilarej provém reservatóri format cilíndr circul ret cuj rai bas med 5 metr sempr abastec prim dia cad mê caminhõespip cad mor dess vilarej consom méd 200 litr águ dia mê junh determin ano vilarej festej dia padro gast extr águ prim 20 dia pass períod pesso verific quant águ pres reservatóri constat nível colun águ 15 metr decid ent faz racion águ dur 10 dia seguint consid 3 aproxim quant mín águ litr cad mor méd dev econom dia mod reservatóri fiqu águ próx 10 dia,50,60,80,140,150,Matemática
2023,jan ano pass direç fábr abr crech filh funcion 10 sal cad capac atend 10 crianç cad ano vag sorte filh funcion inscrit enquant contempl sortei form list esper ano pass list esper 400 nom nest ano númer cresc 10 cent direç fábr realiz pesquis constat list esper próx ano mesm quant nom list esper dest ano decid ent constru long dess ano nov sal crech capac atend 10 crianç cad mod númer nom list esper próx ano 25 cent men dest ano númer mín sal dev constru,10,11,13,30,33,Matemática
2023,fot mostr construç cistern destin armazen águ cistern form cilindr circul ret 3 metr quadr áre bas abastec cursodágu va const propriet registr altur nível águ interi cistern dur abastec difer moment dia conform quadr descr quadr quadr fornec nível águ metr quatr hor 6 hor 05 metr 8 hor 11 metr 12 hor 23 metr 15 hor 32 metr fim descr descr fot fot pret branc pesso constru cistern frent cas fim descr va metr cúbic hor cursodágu abastec cistern,03,05,09,18,27,Matemática
2023,cert moment jog digit tel apresent imag represent figur pont índic 1 represent pos jog bol pont índic 2 índic 3 índic 4 índic 5 índic 6 indic pos jog mesm equip pont indic doi pé trav próx moment part retrat jog índic 1 poss bol pass outr jog pos índic tal pertenc conjunt form element 2 3 4 5 6 cuj ângul índic mesm med ângul alf igual ângul índic 1 descr figur figur apresent camp futebol pont marc extrem trav pont índic 1 vért triângulo índic 1 ângul índic 1 med alf grau figur apresent cinc circunfer circunfer 1 pass pont índic 4 circunfer 2 pass pont índic 2 circunfer 3 pass pont índic 3 índic 1 circunfer 4 pass pont índic 5 circunfer 5 pass pont índic 6 rai circunfer 1 men rai circunfer 2 men rai circunfer 3 men rai circunfer 4 men rai circunfer 5 fim descr jog receb bol,índic 2,índic 3,índic 4,índic 5,índic 6,Matemática
2023,triângulo figur denomin triângulo mágic círcul escrevems númer 1 6 repet númer cad círcul obje distribu númer form som númer cad lad triângulo igual descr figur figur apresent triângulo cad vért cad pont médi lad triângulo círcul fim descr consid númer coloc vért triângulo progressão aritmé ra igual 2 cond propost qual possível soluç som númer form lad triângulo,soment soluç possível som cad lad triângulo igual 7,soment soluç possível som cad lad triângulo igual 9,soment dua soluç possível som cad lad triângulo igual 7 outr som igual 9,soment dua soluç possível som cad lad triângulo igual 9 outr som igual 12,soment dua soluç possível som cad lad triângulo igual 10 outr som igual 11,Matemática
2023,gerent fábr pretend compar evolução vend doi produt simil 1 2 pass verific númer unidad vend cad dess produt cad mê result dess verific mes abril junh apresent tabela descr tabela tabela apresent quant unidad vend abril mai junh produt 1 2 produt 1 80 abril 90 mai 100 junh produt 2 190 abril 170 mai 150 junh fim descr gerent decid cess produç produt 2 mê seguint àquel vend produt 1 super produt 2 suponh vari quant unidad vend produt 1 2 mantev mê mê períod represent tabela mê produt 2 par produz,junh,julh,agost,setembr,outubr,Matemática
2023,empr transport faz regul levant númer viag realiz dur dia tod 160 motor cadastr aplic cert dia ger relatóri mei gráf barr relacion quant motor quant viag realiz instant dia descr gráf gráf barr assoc númer viag realiz quant motor realiz viag 1 viag 10 motor 2 viag 10 motor 3 viag 55 motor 4 viag 25 motor 5 viag 0 motor 6 viag 50 motor 7 viag 10 motor fim descr compar val méd medi mod distribu quant viag realiz motor cadastr ness empr obtéms,medi igual méd men mod,medi igual mod men méd,medi men méd men mod,mod men méd men medi,mod men medi men méd,Matemática
2023,pesso pra quatr ativ físic caminh corr and biciclet jog futebol part program emagrec ativ pratic seman acord quadr apresent númer hor diár ativ descr quadr quadr apresent quant hor diár gast quatr ativ caminh corr and biciclet jog futebol cinc dia seman segundaf 10 05 00 20 terçaf 05 10 05 10 quartaf 00 15 10 05 quintaf 00 20 00 00 sextaf 00 05 00 25 fim descr desej comemor aniversári escolh dia seman gast calór ativ físic pratic mai tant consid val gast calór ativ hor calor hor seguint descr quadr quadr apresent gast calór calor hor ativ físic caminh 248 corr 764 and biciclet 356 jog futebol 492 fim descr dia seman comemor aniversári,segundaf,terçaf,quartaf,quintaf,sextaf,Matemática
2023,cad bimestr dire escol compr quant folh papel ofíci proporc númer alun matricul bimestr pass compr 6000 folh ser utiliz 1200 alun matricul nest bimestr algum alun cancel matrícul escol agor 1150 alun dire pod gast 220 real ness compr sab fornec escol vend folh papel ofíci embal 100 unidad 4 real embal assim precis convenc fornec dar descont escol mod possível compr quant total papel ofíci necessár bimestr descont necess preç final compr porcent pertenc interval,50 55,80 85,115 125,195 205,35 40,Matemática
2023,algum estud comprov carboidrat fornec energia corp preserv proteín estrut múscul dur prát ativ física aind dão força cérebr coorden mov fat impact posi desenvolv pratic ideal consum 1 gram carboidrat cad minut caminh casal realiz di 30 minut caminh inger ant dess ativ quant ideal carboidrat recomend ter consum ideal apen mei consum pão fôrm integr casal planej garant supr pão períod 30 dia ininterrupt sabes cad pacot dess pão vem 18 fati cad 15 gram carboidrat quant mín pacot pão fôrm necess prov supr casal,1,4,6,7,8,Matemática
2023,mastr bande instal perpendicul sol reg plan dev fort vent trê cab aço compr instal dar sustent mastr cad cab aço fic perfeit estic extrem pont mastr altur sol outr extrem pont chã mostr figur descr figur figur represent mastr bande instal perpendicul sol reg plan mastr pont altur sol vért comum trê triângul outr doi vért cad triângulo pont fix mastr chã pont fix cab chã cad triângulo ângul opost lad contém part mastr med alf fim descr cab aço form ângul alf plan chã med seguranç apen trê opç instal opç 1 igual 11 metr alf igual 30 grau opç 2 igual 12 metr alf igual 45 grau opç 3 igual 18 metr alf igual 60 grau opç escolh med cab men possível med metr cad cab ser instal,fraç numer 22 vez raiz quadr 3 denomin 3,11 vez raiz quadr 2,12 vez raiz quadr 2,12 vez raiz quadr 3,22,Matemática
2023,control voo dispõ instrument descrev altitud aeronav voo função dist sol dist sol med horizont pont orig voo pont represent projeç ortogon pos aeronav voo sol dua grand dad mesm unidad med tel instrument represent proporc dimens real dist associ voo figur apresent tel instrument conclu viag avi send med lad cad quadr malh igual 1 centímetr descr gráf gráf cartesi eix horizont indic dist eix vertic indic altitud send unidad med cad eix igual med lad quadr malh igual 1 centímetr gráf form cinc segment ret represent trajetór desd pont orig voo pont destin segment 1 0 0 2 1 segment 2 2 1 7 1 segment 3 7 1 9 05 segment 4 9 05 10 05 segment 5 10 05 12 0 fim descr tel apresent dad voo cuj mai altitud alcanç 5 quilômetr escal tel represent med real,1 5,1 11,1 55,1 5000,1 500000,Matemática
2023,calend mai apresent dua cont simultâne ano cham ano tzolkim compost 260 dia determin calend religi ano haab compost 365 dia determin calend agrícol histori encontr evid ger mesm famíl govern cert comunidad mai períod 20 cicl send cad cicl form 52 ano haab acord inform fornec dur quant ano tzolkim comunidad mai govern tal famíl,741,1040,1460,2100,5200,Matemática
2023,med lad triângulo retângul tend med hipotenus val respectiv diâmetr círcul índic 1 índic 2 índic 3 apresent figur descr figur figur apresent triângulo retângul lad círcul índic 1 lad triângulo diâmetr círcul índic 2 lad triângulo diâmetr círcul índic 3 lad triângulo diâmetr fim descr construç asseg teorem pitág áre índic 1 igual áre índic 2 áre índic 3 profes matemá conhec dess construç confraterniz doi amig pizz ond vend pizz soment format círcul lanç desafi us instrument med pod afirm cert áre círcul correspond pizz ped mai igual men som áre pizz doi amig assim ped trê pizz profes divid mei form triângulo diâmetr pizz conform indic figur descr figur figur triângulo ângul med igual alf cad lad diâmetr semicírcul semicírcul cuj diâmetr lad opost ângul alf represent mei pizz profes matemá outr doi semicírcul represent mei pizz amig 1 mei pizz amig 2 fim descr part med ângul alf profes afirm áre pizz mai som áre outr dua pizz áre pizz profes matemá mai som áre outr dua pizz poi,zer grau men alf men 90 grau,alf igual 90 grau,90 grau men alf men 180 grau,alf igual 180 grau,180 grau men alf men 360 grau,Matemática
